,公司代码_CompanyCode,证券代码_R_SecuCode,指数代码_IdxCd,指数全称_IdxFNm,证券市场_SecuMkt,上市日期_LsDt,上市状态_LstState,指数类别_IdxCtgy,行业类别_IndType,指数简介_IdxIntr
811,57825,90_CN6110,CN6110,国证1000电信R,90,2011-12-02,1,30,2475.0,"各位好！
2015年5月5日，深圳证券信息公司变更了CN5096、CN6096、CN2363、CN2389的指数简称、全称及英文名称，具体如下：
指数代码	变更前	变更后
	指数简称	指数全称	指数英文名称	指数简称	指数全称	指数英文名称
CN5096	国证通信	国证通信设备及技术服务	CNI COMMUNICATIONS	通信服务	国证通信设备及技术服务	CNI COMMUNICATION SERVICES
CN6096	国证通信R	国证通信设备及技术服务R	CNI COMMUNICATIONS TRN	通信服务R	国证通信设备及技术服务R	CNI COMMUNICATION SERVICES TRN
CN2363	国证科技R	国证科技指数R	CNI TECHNOLOGY TRN INDEX	计算机指R	国证计算机指R	CNI COMPUTER TRN INDEX
CN2389	1000电信R	国证1000电信R	CNI 1000 TELECOM TRN	国证通信R	国证通信指数R	CNI COMMUNICATIONS TRN
另外，原1000电信指数转移至线下计算，价格指数和全收益指数的线下代码分别为CN5110、CN6110，指数基础信息如下表：
指数代码	指数简称	指数全称	指数英文名称
CN5110	1000电信	国证1000电信	CNI 1000 TELECOM
CN6110	1000电信R	国证1000电信R	CNI 1000 TELECOM TRN
CN5110、CN6110的历史点位见附件《1000电信历史行情（CN5110、CN6110）.xlsx》，该文件已上传到FTP服务器。
上述事宜请知悉"
814,54215,84_H00062,H00062,上证沪企全收益指数,84,2010-01-04,1,44,,上证沪企全收益指数是上证沪企指数的衍生指数，与上证沪企指数的区别在于指数的计算中将样本股分红计入指数收益，供投资者从不同角度考量指数走势。
815,54217,84_H00064,H00064,上证非周期行业100全收益指数,84,2010-02-03,1,44,,上证周期、非周期全收益指数是上证周期、非周期指数的衍生指数，与上证周期、非周期指数的区别在于指数的计算中将样本股分红计入指数收益，供投资者从不同角度考量指数走势。
816,54233,84_H00090,H00090,上证流通全收益指数,84,2010-12-02,1,10,,"关于发布上证流通指数、中证等权重90指数和沪深300沪市指数的公告 

 
     为进一步丰富指数体系，为投资者提供新的分析工具和投资标的，上海证券交易所与中证指数有限公司将于 2010 年 12 月 2 日 正式发布上证流通指数、中证等权重 90 指数和沪深 300 沪市指数，编制方案见上海证券交易所网站 www.sse.com.cn 和中证指数有限公司网站 www.csindex.com.cn 。

附 1 ：上证流通指数编制方案
一、指数名称及代码
    上证流通指数简称上证流通，英文名称 SSE Free Float Index ，英文简称 SSE Free Float ，指数代码 000090 。
二、指数的基期和基点
    上证流通指数以 2009 年 12 月 31 日 为基日，以该日所有样本股的调整市值为基期，基点为 1000 点。
三、样本选取方法
    上证流通指数的样本由全部沪市 A 股组成，未完成股权分置改革、暂停上市的 A 股除外。
四、指数计算
    采取派许加权方法，以样本股的调整股本数为权数进行加权计算。计算公式为： 报告期指数 = （报告期成份股的调整市值 / 基期） × 基点。其中，调整市值 = ∑ （股价 × 调整股本数）。
五、指数修正
    当样本股名单、股本结构发生变化或样本股的调整市值出现非交易因素的变动时，采用 "" 除数修正法 """
817,54216,84_H00063,H00063,上证周期行业50全收益指数,84,2010-02-03,1,44,,上证周期、非周期全收益指数是上证周期、非周期指数的衍生指数，与上证周期、非周期指数的区别在于指数的计算中将样本股分红计入指数收益，供投资者从不同角度考量指数走势。
818,54218,84_H00065,H00065,上证龙头企业全收益指数,84,2010-02-09,1,44,,上证龙头企业全收益指数是上证龙头企业指数的衍生指数，与上证龙头企业指数的区别在于指数的计算中将样本股现金分红计入指数收益，供投资者从不同角度考量指数走势。
819,54172,84_H00010,H00010,上证180全收益指数,84,2002-07-01,1,47,,上证180全收益指数是上证180指数的衍生指数，与上证180指数的区别在于指数的计算中将样本股分红计入指数收益，供投资者从不同角度考量指数走势。
820,54256,84_H00114,H00114,上证可持续发展产业主题全收益指数,84,2011-08-22,1,44,,上证可持续发展产业主题全收益指数是上证可持续发展产业主题指数的衍生指数，与上证可持续发展产业主题指数的区别在于指数的计算中将样本股分红计入指数收益，供投资者从不同角度考量指数走势。
821,54262,84_H00121,H00121,上证医药主题全收益指数,84,2011-10-18,1,44,,上证医药主题全收益指数是上证医药主题指数的衍生指数，与上证医药主题指数的区别在于指数的计算中将样本股分红计入指数收益，供投资者从不同角度考量指数走势。
822,54263,84_H00122,H00122,上证农业主题全收益指数,84,2011-10-18,1,44,,上证农业主题全收益指数是上证农业主题指数的衍生指数，与上证农业主题指数的区别在于指数的计算中将样本股分红计入指数收益，供投资者从不同角度考量指数走势。
823,55456,84_H00123,H00123,上证180动态全收益指数,84,2013-02-08,1,42,,"                     上证动态指数和稳定指数系列编制方案
一、指数名称与代码
指数代码    中文全称    中文简称        英文全称          英文简称
 000123 上证180动态指数 180动态  SSE 180 Dynamic Index   180 Dynamic
 000125 上证180稳定指数 180稳定  SSE 180 Stability Index 180 Stability
 000141 上证380动态指数 380动态  SSE 380 Dynamic Index   380 Dynamic
 000142 上证380稳定指数 380稳定  SSE 380 Stability Index 380 Stability
二、指数基日与基点
    上证 180 动态指数和稳定指数以 2002 年 6 月 28 日 为基日，以该日收盘后所有样本股的调整市值为基期，以 3299.06 点为基点；
    上证 380 动态指数和稳定指数以 2003 年 12 月 31 日为基日，以该日收盘后所有样本股的调整市值为基期，以 1000 点为基点。
三、样本选取方法
1、样本空间
    上证 180 动态指数和稳定指数的样本空间由上证 180 的全部样本组成；
    上证 380 动态指数和稳定指数的样本空间由上证 380 的全部样本组成；
2、选样方法
2.1 计算波动率因子与质量因子的变量数值
    波动率因子有两个变量： 52 周波动率、 36 月波动率，质量因子有四个变量：债务权益比、总资产 / 净利润、盈"
824,55457,84_H00125,H00125,上证180稳定全收益指数,84,2013-02-08,1,42,,"                     上证动态指数和稳定指数系列编制方案
一、指数名称与代码
指数代码    中文全称    中文简称        英文全称          英文简称
 000123 上证180动态指数 180动态  SSE 180 Dynamic Index   180 Dynamic
 000125 上证180稳定指数 180稳定  SSE 180 Stability Index 180 Stability
 000141 上证380动态指数 380动态  SSE 380 Dynamic Index   380 Dynamic
 000142 上证380稳定指数 380稳定  SSE 380 Stability Index 380 Stability
二、指数基日与基点
    上证 180 动态指数和稳定指数以 2002 年 6 月 28 日 为基日，以该日收盘后所有样本股的调整市值为基期，以 3299.06 点为基点；
    上证 380 动态指数和稳定指数以 2003 年 12 月 31 日为基日，以该日收盘后所有样本股的调整市值为基期，以 1000 点为基点。
三、样本选取方法
1、样本空间
    上证 180 动态指数和稳定指数的样本空间由上证 180 的全部样本组成；
    上证 380 动态指数和稳定指数的样本空间由上证 380 的全部样本组成；
2、选样方法
2.1 计算波动率因子与质量因子的变量数值
    波动率因子有两个变量： 52 周波动率、 36 月波动率，质量因子有四个变量：债务权益比、总资产 / 净利润、盈"
825,54269,84_H00132,H00132,上证100全收益指数,84,2012-04-20,1,47,,上证100全收益指数是上证100指数的衍生指数，与上证100指数的区别在于指数的计算中将样本股分红计入指数收益，供投资者从不同角度考量指数走势。
826,54270,84_H00133,H00133,上证150全收益指数,84,2012-04-20,1,47,,上证150全收益指数是上证150指数的衍生指数，与上证150指数的区别在于指数的计算中将样本股分红计入指数收益，供投资者从不同角度考量指数走势。
827,55458,84_H00141,H00141,上证380动态全收益指数,84,2013-02-08,1,42,,"                     上证动态指数和稳定指数系列编制方案
一、指数名称与代码
指数代码    中文全称    中文简称        英文全称          英文简称
 000123 上证180动态指数 180动态  SSE 180 Dynamic Index   180 Dynamic
 000125 上证180稳定指数 180稳定  SSE 180 Stability Index 180 Stability
 000141 上证380动态指数 380动态  SSE 380 Dynamic Index   380 Dynamic
 000142 上证380稳定指数 380稳定  SSE 380 Stability Index 380 Stability
二、指数基日与基点
    上证 180 动态指数和稳定指数以 2002 年 6 月 28 日 为基日，以该日收盘后所有样本股的调整市值为基期，以 3299.06 点为基点；
    上证 380 动态指数和稳定指数以 2003 年 12 月 31 日为基日，以该日收盘后所有样本股的调整市值为基期，以 1000 点为基点。
三、样本选取方法
1、样本空间
    上证 180 动态指数和稳定指数的样本空间由上证 180 的全部样本组成；
    上证 380 动态指数和稳定指数的样本空间由上证 380 的全部样本组成；
2、选样方法
2.1 计算波动率因子与质量因子的变量数值
    波动率因子有两个变量： 52 周波动率、 36 月波动率，质量因子有四个变量：债务权益比、总资产 / 净利润、盈"
828,55459,84_H00142,H00142,上证380稳定全收益指数,84,2013-02-08,1,42,,"                     上证动态指数和稳定指数系列编制方案
一、指数名称与代码
指数代码    中文全称    中文简称        英文全称          英文简称
 000123 上证180动态指数 180动态  SSE 180 Dynamic Index   180 Dynamic
 000125 上证180稳定指数 180稳定  SSE 180 Stability Index 180 Stability
 000141 上证380动态指数 380动态  SSE 380 Dynamic Index   380 Dynamic
 000142 上证380稳定指数 380稳定  SSE 380 Stability Index 380 Stability
二、指数基日与基点
    上证 180 动态指数和稳定指数以 2002 年 6 月 28 日 为基日，以该日收盘后所有样本股的调整市值为基期，以 3299.06 点为基点；
    上证 380 动态指数和稳定指数以 2003 年 12 月 31 日为基日，以该日收盘后所有样本股的调整市值为基期，以 1000 点为基点。
三、样本选取方法
1、样本空间
    上证 180 动态指数和稳定指数的样本空间由上证 180 的全部样本组成；
    上证 380 动态指数和稳定指数的样本空间由上证 380 的全部样本组成；
2、选样方法
2.1 计算波动率因子与质量因子的变量数值
    波动率因子有两个变量： 52 周波动率、 36 月波动率，质量因子有四个变量：债务权益比、总资产 / 净利润、盈"
832,54276,84_H00801,H00801,中证资源80全收益指数,84,2011-11-08,1,44,,
833,54941,84_H00846,H00846,中证财通中国可持续发展100(ECPIESG)全收益指数,84,2012-10-16,1,49,,"        中证财通中国可持续发展 100 （ ECPI ESG ) 指数编制方法
一、指数名称
    指数名称：中证财通中国可持续发展 100 （ ECPI ESG) 指数
    指数简称： ESG 100
    指数代码： 000846
二、指数基期与基点
    指数以 2011 年 6 月 30 日 为基日，以该日所有股票样本的调整市值为基期，基点为 1000 点。
三、样本选取办法 
    1 、样本空间
      由沪深 300 指数样本股构成样本空间。
    2 、选样
      对样本空间内股票采用国际先进的 ECPI 可持续发展评级体系，运用 ESG 方法从环境、社会和治理三方面进行评级，依据评级结果选取评级靠前的 100 只股票构成指数样本股，如果评级相同，则优先选取过去一年日均总市值较高的股票。
四、指数计算与修正
    指数采用等权重综合加权方式计算，计算公式为：
报告期指数 = 报告期成份股的调整市值 / 除数× 1000
    其中：调整市值＝ Σ ( 股价×调整股本数×等权重因子 ) ，调整股本数的计算方法同沪深 300 指数。设置等权重因子以使单个样本股权重相等。
    指数的修正同沪深 300 指数。
五、定期调整
    指数每半年调整一次样本股，对于调整前后相同评级的老样本，如果日均总市值在样本空间的排名在前 60% ，将优先保留"
834,57180,84_H00855,H00855,央视财经500全收益指数,84,2014-11-03,1,44,,"                           关于发布央视财经500指数的公告
    为进一步丰富指数体系，为投资者提供新的分析工具和投资标的，中证指数有限公司将于 2014 年 11 月 3 日正式发布央视财经 500 指数。编制方案见中证指数有限公司网站 (www.csindex.com.cn) 。
附 1 ：
央视财经 500 指数编制方案
一、指数名称及代码
    指数代码： 000855
    中文全称：央视财经 500 指数
    中文简称：央视 500
    英文全称： CCTV500 Index
    英文简称： CCTV500
二、指数的基日和基点
    2009 年 12 月 31 日为基日，基点为 1000 点。
三、选样方法
    1、 样本空间：由同时满足以下条件的沪深 A 股股票组成：
        ?  上市时间超过一个季度，除非该股票自上市以来日均 A 股总市值在全部沪深 A 股中排名前 30 ；
        ?  非 ST ， *ST 股票，非暂停上市股票。
    2、 股票分类：将样本空间股票划分为金融地产、能源材料、工业等 6 大类别：
大类	中证行业
金融地产	金融地产
能源材料	能源、原材料
工业	工业
信息电信	信息技术、电信业务
消费服务	主要消费、可选消费、医药卫生
公用事业	公用事业
    3、 选样方法：
        a. 根据样本空间中各大类股票数量分配对应大"
838,54317,84_H00925,H00925,中证锐联基本面50全收益指数,84,2009-02-26,1,42,,
839,54333,84_H00941,H00941,中证新能源全收益指数,84,2009-10-28,1,44,,
840,54334,84_H00942,H00942,中证内地消费主题全收益指数,84,2009-10-28,1,44,,
841,54335,84_H00943,H00943,中证新型基础设施建设50全收益指数,84,2009-10-28,1,44,,"中证新型基础设施建设50指数编制方案
中证新型基础设施建设50指数从沪深A股中选取50只业务涉及5G基础设施、人工智能、大数据中心、工业互联网、特高压、城际高铁和轨道交通、新能源汽车充电桩等新型基础设施建设的上市公司股票作为指数样本股，以反映新基建领域代表性股票的整体表现。
一、 指数名称及代码
指数名称：中证新型基础设施建设 50 指数
指数简称：新基建 50
英文名称：CSI New Infrastructure 50 Index
英文简称：New Infrastructure 50
指数代码：000943
二、 指数基日与基点
该指数以 2014 年 12 月 31 日为基日，以 1000 点为基点。
三、 样本选取方法
1、样本空间
中证全指指数样本股
2、选样方法
（1）对样本空间内的股票按照过去一年的 A 股日均成交金额由高到低排名，剔除排名后 20%的股票；
（2）在剩余样本中，选取业务涉及新型基础设施建设领域的上市公司股票作为待选样本，包括但不限于以下领域：
? 为 5G 基础设施建设提供器件材料、设备网络等设备或服务；
? 为人工智能技术发展提供芯片、机器视觉、语音语义识别等设备或服务；
? 为大数据中心建设提供建设施工及服务器、存储等设备或服务；
? 为工业互联网建设提供传感器、数控系统、互联网平台等设备或"
842,54336,84_H00944,H00944,中证内地资源主题全收益指数,84,2009-10-28,1,44,,
843,54337,84_H00945,H00945,中证内地运输主题全收益指数,84,2009-10-28,1,44,,
844,54338,84_H00946,H00946,中证内地金融主题全收益指数,84,2009-10-28,1,44,,
845,54339,84_H00947,H00947,中证内地银行主题全收益指数,84,2009-10-28,1,44,,
846,54340,84_H00948,H00948,中证内地地产主题全收益指数,84,2009-10-28,1,44,,
847,54341,84_H00949,H00949,中证农业主题全收益指数,84,2009-10-28,1,44,,"中证农业主题指数编制方案
中证农业主题指数从沪深A股中选取50只业务涉及农用机械、化肥与农药、畜禽药物、农产品、肉类与乳制品等领域的上市公司股票作为指数样本股，以反映农业主题上市公司股票的整体表现。
一、指数名称和代码
指数名称：中证农业主题指数
指数简称：中证农业
英文名称：CSI Agriculture Thematic Index
英文简称：CSI Agriculture
指数代码：000949
二、指数基日和基点
该指数以2004年12月31日为基日，以1000点为基点。
三、样本选取方法
1、样本空间
中证全指指数样本股
2、选样方法
（1）对样本空间内股票按照过去一年的A股日均成交金额由高到低排名，剔除排名后20%的股票；
（2）选取属于如下中证行业分类的股票：农用机械、化肥与农药、生物科技、化学药、农牧渔产品、林业产品、包装食品与肉类等；
（3）在上述股票中，选取业务涉及农用机械、化肥、农药、畜禽药物、农产品、肉类与乳制品等领域的上市公司股票作为待选样本；
（4）在上述待选样本中，按照过去一年日均总市值由高到低排名，选取排名前50名的股票作为指数样本股。
四、指数计算
中证农业主题指数的计算公式为：
报告期指数
报告期样本股的调整市值
除数

其中，调整市值＝∑(股价×调"
848,54342,84_H00950,H00950,沪深300基建主题全收益指数,84,2009-10-28,1,44,,
849,54351,84_H00959,H00959,中证银河99全收益指数,84,2010-02-09,1,49,,
850,54352,84_H00960,H00960,中证龙头企业全收益指数,84,2010-02-09,1,44,,
851,54345,84_H00953,H00953,中证地方国有企业综合全收益指数,84,2010-02-09,1,44,,"中证地方国有企业综合指数、中证地方国有企业100指数和中证国有企业综合指数、中证国有企业200指数编制方案

    一、 指数名称和代码
指数代码 中文简称    中文全称    英文简称        英文全称
000953/  中证地企 中证地方国有  CSI L SOEs  CSI Local State-owned
399953            企业综合指数              Enterprises Composite Index
000954/  地企100  中证地方国有  CSI L SOEs  CSI Local State-owned 
399954            企业100指数   100         Enterprises 100 Index
000955/  中证国企 中证国有企业  CSI SOEs    CSI State-owned Enterprises
399955            综合指数                  Composite Index
000956/  国企200  中证国有企业  CSI SOEs    CSI State-owned Enterprises 
399956            200指数       200         200 Index
    二、基日和基点
    中证地方国有企业综合指数、中证地方国有企业100指数和中证国有企业综合指数、中证国有企业200指数基日为2009年6月30日，基点为1000点。
    三、样本选取方法
    中证地方国有企业综合指数、中证地方国有企业100指数：
    1、样本空间
    中证地方国有企业综合指数样本空间由全部A股股票"
852,54366,84_H00977,H00977,中证内地低碳经济主题全收益指数,84,2011-01-21,1,44,,
853,54368,84_H00979,H00979,中证大宗商品股票全收益指数,84,2011-08-22,1,44,,
854,54387,84_H00998,H00998,中证TMT产业主题全收益指数,84,2011-11-08,1,44,,
855,56349,84_H20229,H20229,中证军工全收益指数,84,2013-12-26,1,44,,"H30229的全收益指数


中证军工指数编制方案
一、指数名称、代码
    1 、 指数名称：中证军工指数
    2 、 指数简称：中证军工
    3 、 英文名称： CSI National Defense Industry Index
    4 、 英文简称： CSI National Defense
    5 、 指数代码： H30229
二、基日与基点
    中证军工指数以 2004 年 12 月 31 日 为基日，以该日收盘后所有样本股的调整市值为基期，以 1000 点为基点。
三、指数选样
    ?  样本空间：以沪深两市全部 A 股（非 ST 、 *ST 股）作为样本空间。
    ?  选样方法：
    将样本空间内符合下列条件的股票作为军工股票：
    1 ）选择由十大军工集团控股且主营业务与军工行业相关的上市公司股票作为指数样本；
    2 ）选择业务范围涵盖航空、航天、船舶、兵器、军事电子和卫星等军工领域的其他军工类上市公司股票作为指数样本；
    当样本空间中的军工股票超过 80 只时，对所有军工股票按照过去一年的日均总市值进行排序，选取排名前 80 的股票作为指数样本。
四、指数计算与修正
    ?  计算公式
    中证军工指数采用派许加权方法，按照样本股的调整股本数为权数加权计算，公式为：
    报告期指数 = 报告期样本股的调整市值 / 基期× 1000"
856,56677,84_H20318,H20318,中证TMT150全收益指数,84,2014-04-15,1,44,," H20318是H30318的全收益指数

              关于发布中证TMT 150、中证传媒和中证国防指数的公告
 
    为进一步丰富指数体系，为投资者提供新的分析工具和投资标的，中证指数有限公司将于 2014 年 4 月 15 日正式发布中证 TMT 150 指数、中证传媒指数和中证国防指数，编制方案见中证指数有限公司网站 ( www.csindex.com.cn ) 。

附 1
                             中证 TMT 150 指数编制方案
一、指数名称及代码
    ?  指数名称：中证 TMT 150 指数
    ?  指数简称： TMT 150
    ?  英文名称： CSI TMT 150 Index
    ?  英文简称： TMT 150
    ?  指数代码： H30318
二、指数基日与基点
    该指数以 2011 年 6 月 30 日为基日， 以该日收盘后所有样本股的调整市值为基期， 以 1000 点为基点。
三、样本选取方法
    1 、样本空间
    以中证全指为样本空间
    2 、选样方法
    首先，在中证全指样本空间内，按照过去一年日均成交金额由高到低排名，剔除流动性排名后 20% 的股票；
    其次，将信息技术、电信业务以及消费电子产品、媒体中与 TMT 产业相关的股票纳入中证 TMT 主题；
    最后，按照过去一年日均总市值由高到低排名，选取不超过 150 只股票构成中证"
857,56678,84_H20319,H20319,中证传媒全收益指数,84,2014-04-15,1,44,," H20319是H30319的全收益指数

              关于发布中证TMT 150、中证传媒和中证国防指数的公告
 
    为进一步丰富指数体系，为投资者提供新的分析工具和投资标的，中证指数有限公司将于 2014 年 4 月 15 日正式发布中证 TMT 150 指数、中证传媒指数和中证国防指数，编制方案见中证指数有限公司网站 ( www.csindex.com.cn ) 。
附 2
          中证传媒指数编制方案
一、指数名称及代码
    ?  指数名称：中证传媒指数
    ?  指数简称：中证传媒
    ?  英文名称： CSI Media Index
    ?  英文简称： CSI Media
    ?  指数代码： H30319
二、指数基日与基点
    该指数以 2010 年 12 月 31 日为基日， 以该日收盘后所有样本股的调整市值为基期， 以 1000 点为基点。
三、样本选取方法
    1 、样本空间
    以中证全指为样本空间
    2 、选样方法
    首先，在中证全指样本空间内，按照过去一年日均成交金额由高到低排名，剔除流动性排名后 20% 的股票；
    其次，将广播与有线电视、出版、广告、电影与娱乐、互联网与售货目录零售、互联网软件与服务、家庭娱乐软件、数据处理与外包服务等行业的股票纳入中证传媒主题；
    最后，按照过去一年日均总市值由高到低排名，"
858,56679,84_H20321,H20321,中证国防全收益指数,84,2014-04-15,1,44,," H20321是H30321的全收益指数

              关于发布中证TMT 150、中证传媒和中证国防指数的公告
 
    为进一步丰富指数体系，为投资者提供新的分析工具和投资标的，中证指数有限公司将于 2014 年 4 月 15 日正式发布中证 TMT 150 指数、中证传媒指数和中证国防指数，编制方案见中证指数有限公司网站 ( www.csindex.com.cn ) 。
附 3
中证国防指数编制方案
一、指数名称及代码
    ?  指数名称：中证国防指数
    ?  指数简称：国防指数
    ?  英文名称： CSI Defense Index
    ?  英文简称： CSI Defense
    ?  指数代码： H30321
二、指数基日与基点
   该指数以 2011 年 6 月 30 日为基日， 以该日收盘后所有样本股的调整市值为基期，以 1000 点为基点。
三、样本选取方法
    1 、样本空间
    以中证全指为样本空间
    2 、选样方法
    首先，在中证全指样本空间内，按照过去一年日均成交金额由高到低排名，剔除流动性排名后 20% 的股票；
    其次，将如下上市公司作为国防主题样本：
    ?  隶属于国防工业系统下的十大集团公司旗下的上市公司；
    ?  十大集团公司以外的为国家武装力量提供武器装备的上市公司
    ?  与军方有实际的装备承制销售金额或签订合"
859,57347,84_H20522,H20522,中证新能源汽车全收益指数,84,2014-11-28,1,44,,"关于发布中证新能源汽车指数的公告
 
    为进一步丰富指数体系，为投资者提供新的分析工具和投资标的，中证指数有限公司将于 2014 年 11 月 28 日正式发布中证新能源汽车指数。编制方案见中证指数有限公司网站 ( www.csindex.com.cn ) 。

附 1
中证新能源汽车指数编制方案
一、指数名称、代码
    1 、 指数名称：中证新能源汽车指数
    2 、 指数简称：新能源车
    3 、 英文名称：New Energy Vehicles Index
    4 、 英文简称：New Energy Vehicles
    5 、 指数代码：H30522
二、基日与基点
    中证新能源汽车指数 以 2011 年 12 月 31 日为基日，以该日收盘后所有样本股的调整市值为基期，以 1000 点为基点。
三、指数选样
?  样本空间：以沪深两市全部 A 股（非 ST 、 *ST 股）作为样本空间。
?  选样方法：
    选取样本空间中与新能源汽车产业链相关的上市公司股票， 包括锂电池、充电桩、新能源整车等。 当新能源汽车相关的股票超过 80 只时，对所有股票按照过去一年日均总市值进行排序，选取排名前 80 的股票作为指数样本。
四、指数计算与修正
?  计算公式
    中证新能源汽车指数采用派许加权方法，按照样本股的调整股本数为权数加权计算，公式为：
    报告期"
860,57371,84_H20523,H20523,中证酒全收益指数,84,2014-12-10,1,44,,"关于发布中证酒指数的公告
 
    为进一步丰富指数体系，为投资者提供新的分析工具和投资标的，中证指数有限公司将于 2014 年 12 月 10 日正式发布中证酒指数。编制方案见中证指数有限公司网站 ( www.csindex.com.cn ) 。

附 1
中证酒指数编制方案
一、指数名称及代码
    1 、 指数名称：中证酒指数
    2 、 指数简称：中证酒
    3 、 英文名称：CSI Alcoholic Drink Index
    4 、 英文简称：CSI Alcoholic Drink
    5 、 指数代码： H30523
二、指数基日与基点
    中证酒指数 以 2008 年 12 月 31 日为基日，以该日收盘后所有样本股的调整市值为基期，以 1000 点为基点。
三、指数选样
    ?  样本空间：以中证全指为样本空间。
    ?  选样方法：
    首先，在中证全指样本空间内，按照过去一年日均成交金额由高到低排名，剔除流动性排名后 20% 的股票；
    其次，将白酒、啤酒、葡萄酒酿造等行业的股票纳入酒主题；
    最后，按照过去一年日均总市值由高到低排名，选取不超过 50 只股票构成中证酒指数样本股。
四、指数计算与修正
    ?  计算公式
    中证酒指数采用派许加权方法，按照样本股的调整股本数为权数加权计算，公式为：
    报告期指数 = 报告期样本"
956,56076,84_H30143,H30143,中证新型基础设施建设主题指数,84,2013-08-26,1,44,,"中证新型基础设施建设主题指数编制方案
中证新型基础设施建设主题指数从沪深A股中选取100只业务涉及5G基础设施、人工智能、大数据中心、工业互联网、特高压、城际高铁和轨道交通、新能源汽车充电桩等新型基础设施建设的上市公司股票作为指数样本股，以反映新基建领域股票的整体表现。
一、 指数名称及代码
指数名称：中证新型基础设施建设主题指数
指数简称：新基建
英文名称：CSI New Infrastructure Theme Index
英文简称：New Infrastructure
指数代码：H30143
二、 指数基日与基点
该指数以 2014 年 12 月 31 日为基日，以 1000 点为基点。
三、 样本选取方法
1、样本空间
中证全指指数样本股
2、选样方法
（1）对样本空间内的股票按照过去一年的 A 股日均成交金额由高到低排名，剔除排名后 20%的股票；
（2）在剩余样本中，选取业务涉及新型基础设施建设领域的上市公司股票作为待选样本，包括但不限于以下领域：
? 为 5G 基础设施建设提供器件材料、设备网络等设备或服务；
? 为人工智能技术发展提供芯片、机器视觉、语音语义识别等设备或服务；
? 为大数据中心建设提供建设施工及服务器、存储等设备或服务；
? 为工业互联网建设提供传感器、数控系统、互联网平台等设备或服务"
957,56635,84_H30318,H30318,中证TMT150指数,84,2014-04-15,1,44,,"               关于发布中证TMT 150、中证传媒和中证国防指数的公告
 
    为进一步丰富指数体系，为投资者提供新的分析工具和投资标的，中证指数有限公司将于 2014 年 4 月 15 日正式发布中证 TMT 150 指数、中证传媒指数和中证国防指数，编制方案见中证指数有限公司网站 ( www.csindex.com.cn ) 。

附 1
                             中证 TMT 150 指数编制方案
一、指数名称及代码
    ?  指数名称：中证 TMT 150 指数
    ?  指数简称： TMT 150
    ?  英文名称： CSI TMT 150 Index
    ?  英文简称： TMT 150
    ?  指数代码： H30318
二、指数基日与基点
    该指数以 2011 年 6 月 30 日为基日， 以该日收盘后所有样本股的调整市值为基期， 以 1000 点为基点。
三、样本选取方法
    1 、样本空间
    以中证全指为样本空间
    2 、选样方法
    首先，在中证全指样本空间内，按照过去一年日均成交金额由高到低排名，剔除流动性排名后 20% 的股票；
    其次，将信息技术、电信业务以及消费电子产品、媒体中与 TMT 产业相关的股票纳入中证 TMT 主题；
    最后，按照过去一年日均总市值由高到低排名，选取不超过 150 只股票构成中证 TMT 150 指数样本股。
四、指数"
962,73490,72_HSCAIT,HSCAIT,恒生A股行业龙头指数,72,2009-09-21,1,10,,"行业龙头指数反映恒生业分类系统内11种业别的业龙头股表现 
■
指数从每个行业中挑选最多五间公司
，令指数的?业比重分布比较平均
，从?提供?个分散投资A股市场的
机会
■
成份股经流通市值调整，并为个别成
份股设定百分之?的比重上限
■
资料概览
推出?期 2009年9?21?
指数追溯? 2005年7?1?
基? 2005年7?1?
基值 1,000
成份股检讨周期 每年
指数发布 每2秒
货币 ??币
股息累计指数 有
成份股数? 47
指数代号
彭博资讯 HSCAIT
汤森路透 .HSCAIT"
963,73490,72_HSCAIT,HSCAIT,恒生A股行业龙头指数,72,2009-09-21,1,10,,"行业龙头指数反映恒生业分类系统内11种业别的业龙头股表现 
■
指数从每个行业中挑选最多五间公司
，令指数的?业比重分布比较平均
，从?提供?个分散投资A股市场的
机会
■
成份股经流通市值调整，并为个别成
份股设定百分之?的比重上限
■
资料概览
推出?期 2009年9?21?
指数追溯? 2005年7?1?
基? 2005年7?1?
基值 1,000
成份股检讨周期 每年
指数发布 每2秒
货币 ??币
股息累计指数 有
成份股数? 47
指数代号
彭博资讯 HSCAIT
汤森路透 .HSCAIT"
964,73490,72_HSCAITTR,HSCAITTR,恒生A股行业龙头指数股息累计指数,72,2009-09-21,1,10,,
